competition_id,predicted_class
304539,0
318483,0
263398,0
397427,0
381501,0
258028,0
281163,0
319514,0
337119,0
358345,0
393696,0
362301,0
398097,0
419907,0
366342,0
408841,0
208388,0
339002,0
407968,0
394580,0
266734,0
370583,0
354981,0
210888,0
350252,0
381663,0
408076,0
353683,0
251368,0
425972,0
407715,0
317122,0
384925,0
383359,0
290857,0
286661,0
319094,0
422728,0
401609,0
294725,0
351836,0
427712,0
348357,0
349183,0
304440,0
323195,0
373613,0
228238,0
204606,0
338396,0
385409,1
402587,0
367296,0
359119,0
281110,0
348300,0
390444,0
280140,0
237150,0
364185,0
295123,0
223744,0
430568,0
283591,0
431500,0
356362,0
221449,0
325740,0
304466,0
352651,0
211689,0
280783,0
201183,0
352683,0
351451,0
223325,0
309119,0
264379,0
363533,0
333669,0
348970,0
227896,0
292400,0
255761,0
270533,0
403599,0
293663,0
245445,0
225028,0
349101,0
344773,0
213453,0
409137,0
370719,0
394237,0
223610,0
357619,0
200118,0
352794,0
386201,0
394965,0
233087,0
263244,0
309511,0
293521,0
206514,0
230729,0
347073,0
315235,0
217991,0
289116,0
239116,0
420141,0
360266,0
252956,0
309137,0
355909,0
420247,0
397239,0
295612,0
292256,0
426256,0
249198,0
271945,0
303889,0
372102,0
405922,0
215334,0
227952,0
353474,0
229000,0
389812,0
226492,0
370481,0
337646,0
430121,0
433857,0
378821,0
240946,0
245940,0
424263,0
209292,0
379230,0
209656,0
360055,0
326340,0
416892,0
410713,0
210642,0
431032,0
241670,0
335822,0
323095,0
227406,0
422420,0
230678,0
420031,0
236911,0
313967,0
263375,0
205043,0
394465,0
357810,0
383614,0
346696,0
278517,0
275677,0
332445,0
357074,0
240387,0
227050,0
406610,0
232616,0
381931,0
384799,0
238059,0
334844,0
343301,0
240745,0
320979,0
377713,0
395594,0
358867,0
423550,0
435163,0
298430,0
412872,0
393386,0
340649,0
407633,0
256342,0
426280,0
231068,0
318005,0
371160,0
435462,0
326401,0
245674,0
246887,0
244623,0
396951,0
211961,0
284015,0
203925,0
377061,0
293014,0
283847,0
234051,0
415083,0
260378,0
200791,0
328595,0
205394,0
296821,0
282719,0
219301,0
331248,0
209554,0
218678,0
413124,0
399863,0
201150,0
304997,0
278604,0
367520,0
351226,0
241555,0
425541,0
389092,0
358261,0
203228,0
359729,0
356898,0
414204,0
430739,0
282525,0
209814,0
377621,0
279344,0
314039,0
275587,0
382187,0
256473,0
325432,0
368856,0
337532,0
330830,0
258865,0
350536,0
382230,0
369399,0
315407,0
331661,0
333014,0
321291,0
407293,0
305383,0
336534,0
301200,0
249846,0
334556,0
360885,0
227751,0
351474,0
335495,0
349649,0
401936,0
243172,0
291198,0
339533,0
356152,0
326605,0
352984,0
314896,0
296338,0
379925,0
213131,0
421610,0
404444,0
404898,0
310298,0
224807,0
226004,0
380407,0
241384,0
330056,0
232703,0
342556,0
424903,0
284796,0
300644,0
257058,0
389875,0
310194,0
401045,0
228347,0
204623,0
277453,0
411794,0
377897,0
330516,0
264849,0
211611,0
322107,0
347659,0
405450,0
200392,0
387929,0
337577,0
396200,0
355783,0
261868,0
220747,0
326327,0
209902,0
382304,0
427705,0
326907,0
412919,0
215415,0
250587,0
424817,0
253333,0
223589,0
202740,0
257362,0
276411,0
423096,0
219862,0
355051,0
349539,0
362851,0
395548,0
395259,0
241259,0
414048,0
317378,0
407037,0
211881,0
374341,0
319150,0
418191,0
354171,0
287165,0
205859,0
273770,0
233024,1
266112,0
400360,0
285609,0
331815,0
389351,0
244243,0
205626,0
364762,0
379837,0
333895,0
372144,0
238027,1
334534,0
285815,0
266553,0
261142,0
278625,0
380930,0
321015,0
282327,0
283528,0
205867,0
310934,0
322756,0
272626,0
417579,0
372637,0
353491,0
246394,0
392288,0
394023,0
363303,0
319579,0
341413,0
252317,0
209559,0
400945,0
366014,0
425200,0
225891,0
241891,0
421825,0
314751,0
432730,0
338005,0
336197,0
217684,0
213498,0
211195,0
369415,0
210883,0
250156,0
372123,0
221089,0
331963,0
234212,0
303969,0
209101,0
394247,0
241600,0
423656,0
215750,0
271364,0
264694,0
236871,0
204040,0
280382,0
353767,0
203491,0
256169,0
416530,0
253071,0
401010,0
349699,0
225752,0
360272,0
334472,0
369575,0
208581,0
328697,0
288272,0
329694,0
297597,0
290174,0
358611,0
334190,1
390677,0
211027,0
208006,0
285019,0
369757,0
253298,0
388640,0
401961,0
282223,0
394481,0
312682,0
392271,0
303789,0
299842,0
360491,0
357729,0
401073,0
212809,0
361039,0
429796,0
233484,0
248553,0
245961,0
316269,0
420013,0
256456,0
295500,0
319870,0
356087,0
359100,0
254418,0
202103,0
240802,0
311253,0
278561,0
286339,0
352218,0
319074,0
366871,0
389439,0
210656,0
330472,0
363438,0
376403,0
421361,0
288217,0
239053,0
299435,1
425212,0
259986,1
347572,0
203953,0
401243,0
318785,0
339161,0
282731,0
416144,0
421329,0
261810,0
369972,0
305007,0
280405,0
294927,0
426129,0
270134,0
377233,0
408929,0
239058,0
287014,0
382493,0
395737,0
397760,0
263073,0
342929,0
377623,0
363564,0
258873,0
264261,0
285664,0
208805,0
354102,0
212234,0
215296,0
337839,0
246869,0
362967,0
374206,0
342358,0
219454,0
212511,0
361545,0
304023,0
366849,0
361073,0
324894,0
390631,0
261594,0
426209,0
255495,0
402676,0
301204,0
277125,0
415487,0
228778,0
403318,0
294176,1
277376,0
296641,0
419413,0
369926,0
350518,0
263631,0
411191,0
208199,0
234785,0
273038,0
284399,0
303503,0
381401,0
427657,0
358510,0
398587,0
259775,0
420531,0
328729,0
416255,0
342089,0
272212,0
373736,0
322543,0
259771,0
434242,0
210983,0
266432,0
363334,0
338900,0
314185,0
356353,0
368481,0
241665,0
424672,0
350550,0
262808,0
384912,0
226495,0
430114,0
245551,0
208808,0
404783,0
397521,0
312163,0
299264,0
250822,0
216579,0
307729,0
295434,0
375948,0
294762,0
221493,0
315846,0
322740,0
410335,0
429278,0
216047,0
419505,0
354621,0
270605,0
238453,0
259676,0
328026,0
270381,0
274681,0
206947,0
328544,0
411324,0
396147,0
328015,0
422766,0
327460,0
344328,0
214079,0
225094,0
273748,0
278022,0
382870,0
247162,0
365075,0
365666,0
307116,0
361026,0
225638,0
289709,0
364993,0
322663,0
315727,0
220578,0
278897,0
333713,0
276183,0
286348,0
212825,0
421556,0
254315,0
411108,0
244996,0
408707,0
229760,0
335246,0
297190,0
390103,0
260853,0
223240,0
403880,0
365957,0
252835,0
267948,0
221065,0
366829,0
306368,0
251140,0
302247,0
308850,0
294420,0
210584,0
242782,0
342892,0
350271,0
391269,0
412099,0
207951,0
271796,0
421839,0
278125,0
266925,0
295546,0
295165,0
313935,0
368072,0
414298,1
314102,0
341433,0
224690,0
431749,0
252568,0
403084,0
423636,0
341525,0
216027,0
335458,0
345367,0
403916,0
217024,0
382956,0
301415,0
259686,0
283504,0
358617,0
247476,0
321280,0
209734,0
231262,0
275076,0
289421,0
405753,0
212724,0
415132,0
377292,0
344153,0
272167,0
378646,0
381387,0
281926,0
349532,0
235819,0
335339,0
396653,0
339511,0
336526,0
201399,0
400601,0
334490,0
429410,0
211943,0
221238,0
328356,0
328767,0
329433,0
315971,0
350076,0
238536,0
246741,0
222849,0
219551,0
383109,0
342472,0
308354,0
270928,0
302254,0
217393,0
432301,0
314258,0
392165,0
390939,0
323980,0
292101,0
203914,0
349442,0
239993,0
312970,0
370690,0
336002,0
374171,0
371770,0
404602,0
428643,0
391689,0
411659,0
221027,0
428467,0
395980,0
272739,0
329318,0
210304,0
274657,0
248550,0
214092,0
241409,0
385263,0
342047,0
292627,0
242965,0
339240,0
427150,0
216043,0
237722,0
206282,0
268278,0
209586,0
235796,0
246377,0
345162,0
421284,0
315245,0
347877,0
367762,0
306188,0
412532,0
209238,0
285607,0
201461,0
279211,0
248155,0
221345,0
323919,0
213611,0
228179,0
399361,0
341436,0
402243,0
286126,0
406924,0
227385,0
206235,0
213509,0
225328,0
326922,0
215114,0
268421,0
232096,0
263829,0
368950,0
395132,0
344988,0
325524,1
332242,0
227146,0
363934,0
227458,0
333510,0
407486,0
401307,0
235182,0
411250,0
420585,0
408518,0
328931,0
205327,0
227807,0
315866,0
419341,0
430516,0
385075,0
406180,0
219292,0
258118,0
431716,0
258524,0
359415,0
412098,0
383300,0
343632,0
276354,0
346944,0
390725,0
339358,0
377680,0
357143,0
279105,0
428911,0
231469,0
250797,0
359998,0
303712,0
326593,0
398399,0
382820,0
353514,0
263782,0
296849,0
281339,0
211542,0
222233,0
261099,0
319067,0
272296,0
405222,0
292276,0
268585,0
402563,0
338854,0
327488,0
370329,0
322555,0
265101,0
237980,0
231718,0
369616,0
415734,0
303157,0
414379,0
202158,0
278868,0
269638,0
304363,0
421568,0
296487,0
299862,0
386050,0
365923,0
383675,0
358828,0
435788,0
290851,0
412847,0
396795,0
210487,0
367768,0
343525,0
364771,0
369290,0
239184,0
308279,0
250911,0
368682,0
390164,0
322793,0
297010,0
213679,0
381193,0
224101,0
327560,0
296278,0
242340,0
328963,0
259115,0
206215,0
247580,0
373446,0
401414,0
241163,0
384702,0
415494,0
242054,0
217387,0
358827,0
274891,0
256933,0
251408,0
240821,0
243122,0
387422,0
307096,0
211260,0
268426,0
208599,0
246123,0
425657,0
420029,0
258931,0
320421,0
209844,0
385270,0
342088,0
355231,0
224111,0
417626,0
408530,0
354846,0
319183,0
375476,0
334422,0
348839,0
379321,0
316957,0
365949,0
232435,0
372191,0
424192,0
376939,0
404415,0
351779,0
333862,0
412119,0
387853,0
388352,0
244722,0
391174,0
400573,0
395568,0
273499,0
396934,0
251790,0
228393,0
247241,1
226221,0
387099,0
284760,0
369875,0
241301,0
341921,0
395233,0
418807,0
384034,0
422949,0
340957,0
335830,0
249852,0
215695,0
272820,0
344437,0
225481,0
358041,0
206313,0
224895,0
317419,0
286875,0
400519,0
374397,0
343900,0
335013,0
208287,0
311205,0
431692,0
373772,0
267048,0
421533,0
282386,0
275838,0
417648,0
213541,0
368518,0
213396,0
337499,0
372141,0
282184,0
358452,0
253250,0
426112,0
327240,0
280794,0
397864,0
394168,0
251562,0
419797,0
378012,0
324257,0
218602,0
341992,0
210164,0
209640,0
432058,0
357037,0
319877,0
347455,0
217282,0
241474,0
378407,0
332531,0
231183,0
272106,0
400866,0
371484,0
403097,0
290761,0
220515,0
435137,0
219039,0
370872,0
337673,0
379165,0
369955,0
403419,0
355971,0
208547,0
374833,1
335379,0
378713,0
363118,0
273658,0
413345,0
272406,0
413096,0
276225,0
303546,0
292060,0
205128,0
279857,0
400106,0
354594,0
251069,1
276542,0
216506,0
344311,0
325334,0
232988,0
358632,0
200872,0
373135,0
330220,0
429029,0
293955,0
215571,0
212821,0
394273,0
294229,0
297513,0
360219,0
319469,0
235026,0
396267,0
264616,0
368808,0
307964,0
420682,0
419992,0
406462,0
351972,0
365581,0
209744,0
416646,0
389081,0
342584,0
314976,0
322803,0
302260,0
375274,0
232974,0
364282,0
432388,0
214274,0
235980,0
242248,0
378058,0
379821,0
364694,0
379064,0
339029,0
395796,0
282646,0
420369,0
331912,0
375550,0
323133,0
368086,0
286242,0
205059,0
223460,0
244080,0
262990,0
395141,0
340614,0
203443,0
270746,0
388499,0
363244,0
291803,0
388139,0
276011,0
285716,0
240000,0
298259,0
355701,0
410599,0
412234,0
241697,0
250596,0
311619,0
429907,0
324819,0
360992,0
374062,0
410733,0
328857,0
284470,0
233298,0
350344,0
266624,0
307146,0
420277,0
390312,0
303328,0
239114,0
342397,0
218107,0
205837,0
309148,0
254249,0
206314,0
326878,0
215545,0
329445,0
209482,0
242069,0
418264,0
355640,0
317060,0
292871,0
260862,0
283540,0
295227,0
365734,0
356230,0
332463,0
374897,0
430383,0
394585,0
240350,0
277937,0
210246,0
296084,0
404357,0
401671,0
297737,0
380685,0
211360,0
307195,0
354986,0
412816,0
260510,0
275510,0
230753,0
235944,0
344182,0
364657,1
272369,0
306795,0
337802,0
378343,0
223340,0
265076,0
357534,0
328778,0
244889,0
336558,0
262688,0
260167,0
286798,0
344313,0
244956,0
353748,0
210107,0
397192,0
313692,0
312064,0
257649,0
285866,0
214393,0
210749,0
391612,0
257210,0
315662,0
411099,0
319989,0
336623,0
239873,0
266712,0
289478,0
225489,0
264258,0
219951,0
346951,0
402516,0
313209,0
296662,0
331636,0
205029,0
266756,0
200239,0
287895,0
372064,0
364790,0
424679,0
367240,0
378935,0
321003,0
394791,1
311633,0
362684,0
225772,0
359532,0
376981,0
263694,0
228622,0
227836,0
278775,0
357766,0
394855,0
325095,0
273210,0
412069,0
378107,0
431476,0
321655,0
228745,0
325576,0
404888,0
389496,0
330228,0
265529,0
222826,0
309129,0
336123,0
237898,0
345918,0
218525,0
368448,0
338927,0
429966,0
386720,0
222061,0
340636,0
317396,0
425530,0
369044,0
291810,0
381234,0
261188,0
347019,0
204248,0
314557,0
317326,0
278297,0
318613,0
247899,0
240865,0
233046,0
240181,0
273379,0
298142,0
291023,0
254409,0
319172,0
332477,0
284816,0
220628,0
376274,0
326377,0
390567,0
228541,0
378709,0
427961,0
236371,0
346569,0
238341,0
339060,0
271716,0
403505,0
395512,0
411965,0
206156,0
398953,0
414621,0
300241,0
373845,0
292300,0
340755,0
397926,0
373666,0
363665,0
200664,0
251474,0
394588,0
400748,0
235965,0
425444,0
266354,0
375085,0
259034,0
278759,0
258914,0
408735,0
410534,0
266289,0
269997,0
234324,0
410503,0
285258,0
211506,0
346996,0
417896,0
422132,0
226228,0
382785,0
328671,0
406543,0
340745,0
269619,0
400039,0
321368,0
383313,0
403592,0
347316,0
346774,0
240187,0
265834,0
230010,0
362576,0
340826,0
408410,0
324013,0
307848,0
328869,0
226449,0
281374,0
251555,0
318241,0
232267,0
270359,0
411361,0
385527,0
289952,0
398110,0
247274,0
212416,0
302065,0
388283,0
229707,0
343264,0
396781,0
227446,0
294737,0
300799,0
393739,0
347545,0
256188,0
330314,0
200401,0
337020,0
411193,0
287994,0
398293,0
347209,0
243157,0
342578,0
395387,0
367914,0
235723,0
329228,0
420250,0
274886,0
370016,0
308656,0
242952,0
388950,0
435326,0
261006,0
390938,0
314450,0
389252,0
327920,0
308314,0
271419,0
210842,0
382003,0
432901,0
360129,0
416960,0
364285,0
244271,0
311732,0
286226,0
205589,0
205602,0
346699,0
329370,0
427478,0
407722,0
396429,0
362614,0
243098,0
413038,0
402324,0
385215,0
316644,0
410899,0
380369,0
311550,0
377163,0
277480,0
312402,0
258436,0
297904,0
370682,0
433204,0
346939,0
274247,0
414481,0
292034,0
396253,0
397440,0
414200,0
269890,0
209176,0
249025,0
413659,0
262142,0
370323,0
365992,0
254606,0
397843,0
306431,0
203295,0
317423,0
202572,0
277095,0
239589,0
344909,0
426018,0
299404,0
359724,0
343505,0
320524,0
331259,0
359652,0
303436,0
310007,0
391490,0
263381,0
212563,0
403135,0
336757,0
385298,0
205846,0
256902,0
254568,0
334441,0
338453,0
425248,0
317072,0
220085,0
320278,0
213014,0
295976,0
433779,0
232029,0
311584,0
272321,0
333407,0
234606,0
430284,0
251689,0
299922,0
200796,0
343372,0
253296,0
305172,0
241165,0
381899,0
272749,0
332348,0
298091,0
416163,0
428662,0
284342,0
411495,0
230357,0
376726,0
338861,0
274104,0
253841,0
280064,0
322297,0
252579,0
270713,0
419260,0
301674,0
381161,0
351885,0
405587,0
251401,0
242766,0
337087,0
386916,0
210439,0
361456,0
347295,0
349024,0
406289,0
383615,0
273651,0
345499,0
326944,0
407620,0
341713,0
380585,0
258961,0
371711,0
429289,0
231152,0
397283,0
317824,0
363355,1
305981,0
376909,0
257482,0
231295,0
252975,0
366363,0
282813,0
320273,0
430748,0
266187,0
413131,0
229250,0
267181,0
291097,0
225755,0
364476,0
407373,0
281131,0
363167,0
200222,0
296145,0
310608,0
201944,0
334290,0
358450,0
238751,0
307806,0
325692,0
305054,0
369691,0
390475,0
307925,0
316014,0
420122,0
363987,0
355850,0
345886,0
309487,0
310360,0
282044,0
280672,0
352863,0
218946,0
238897,0
343011,0
360273,0
269979,0
339398,0
210698,0
248919,0
242742,0
379959,0
291482,0
401727,0
424836,0
417915,0
206470,0
271171,0
288559,0
338270,0
371429,0
294042,0
217273,0
220625,0
279267,1
300730,0
396878,0
306674,0
291927,0
401677,0
356428,0
415118,0
331467,0
339182,0
413927,0
286641,0
359510,0
215044,0
384757,0
286117,0
214152,0
353580,0
259691,0
305089,0
426844,0
306166,0
302253,0
279357,0
299654,0
284164,0
252915,0
223367,0
430054,0
380989,0
273553,0
404723,0
295443,0
401159,0
368753,0
313307,0
409012,0
269593,0
244211,0
362870,0
388736,0
296991,0
383591,0
415309,0
427005,0
324407,0
274491,0
425232,0
376692,0
397718,0
385999,0
262460,0
221901,0
275200,0
274827,0
280538,0
263991,0
206060,0
292149,0
276456,0
262211,0
431398,0
244713,0
427261,0
237054,0
355631,1
389527,0
336752,0
231770,0
211899,0
262716,0
264684,0
393560,0
264312,0
288087,0
396919,0
252210,0
200756,0
385654,0
341758,0
352529,0
338893,0
316188,0
410359,0
428071,0
340495,0
372457,0
305831,0
397529,0
233172,0
291090,0
377383,0
389533,0
397072,0
322313,0
311124,0
237719,0
228117,0
238815,0
366781,0
306483,0
365985,0
406929,0
327587,0
422009,0
324716,1
213762,0
359661,0
326662,0
330541,0
416176,0
427101,0
217279,0
246231,0
255320,0
313725,0
352313,0
215237,0
294350,0
287506,0
255549,0
386231,0
299221,0
216442,0
303386,0
213539,0
435080,0
267317,0
316202,0
344552,0
377352,0
242306,0
239685,0
371015,0
275183,0
430740,0
254862,0
220364,0
200130,0
395676,0
281915,0
208228,0
317466,0
317620,0
393798,0
315621,0
203011,0
204672,0
286720,0
290435,0
396819,0
355201,0
396989,0
324217,0
269289,0
374604,0
247544,0
265063,0
282357,0
203508,0
303869,0
220777,0
358151,0
271439,0
275654,0
344873,0
296686,0
311863,0
291723,0
347735,0
375249,0
218921,0
298372,0
332900,0
291501,0
240870,0
292041,0
247404,0
284422,0
235840,0
226686,0
285373,0
248119,0
313939,0
251514,0
413806,0
317421,0
353941,0
361726,0
268049,0
343356,0
303917,0
343466,0
403256,0
333718,0
228408,0
390821,0
375939,0
256346,0
427909,0
432116,0
356473,0
263285,1
385020,0
311919,0
366082,0
249806,0
242402,0
363197,0
406132,0
402770,0
257918,0
357997,0
290012,0
280505,0
305065,0
391554,0
375567,0
286129,0
252304,0
410106,0
363530,0
421113,0
218665,0
205978,0
248981,0
340858,0
256938,0
203196,0
337317,0
316273,0
417016,0
400344,0
215164,0
413027,0
269122,0
324254,0
247904,0
401058,0
427760,0
363078,0
403290,0
343727,0
432660,0
254394,0
365132,0
361315,0
348777,0
229414,0
232312,0
307130,0
305201,0
226536,0
298162,0
420942,0
390977,0
265846,0
389298,0
281494,0
358681,0
379997,0
413144,0
324893,0
254324,0
220066,0
222334,0
277546,0
213717,0
432894,0
431215,0
217025,0
221706,0
202807,0
402371,0
261164,0
404567,0
301316,0
223864,0
414639,0
306222,0
213521,0
311978,0
373746,0
420714,0
343029,0
227668,0
317817,0
200598,0
358085,0
390426,0
279421,0
279338,0
243649,0
204083,0
261484,0
229600,0
363059,0
314498,0
429124,0
212602,0
402662,0
330361,0
316195,0
380711,0
273419,0
372261,0
341238,0
210747,0
293323,0
417843,0
251281,0
257644,0
391699,0
324962,0
264256,0
346310,0
217776,0
338901,0
373203,0
287901,0
387573,0
243161,0
317952,0
287443,0
332286,0
284929,0
429339,0
240215,0
270338,0
335453,0
386032,0
254731,1
264026,0
421071,0
369377,0
343624,0
343513,0
250331,0
412801,0
276071,0
383148,0
231283,0
395495,0
364766,0
424388,0
267899,0
216884,0
238250,0
311784,0
382602,0
237140,0
333578,0
265443,0
246021,0
392726,0
260538,0
396492,0
285617,0
273031,0
287043,0
242397,0
426737,0
330719,0
225750,0
359457,0
415202,0
366176,0
250232,0
313947,0
279191,0
227460,0
252913,0
205067,0
208567,0
244894,0
398864,0
283932,0
222396,0
247390,0
309963,0
350377,0
207629,0
219218,0
314803,0
216939,0
376664,0
329321,0
276988,0
416786,0
380507,0
262420,0
241975,0
333733,0
412521,0
306216,0
207902,0
352795,0
252715,0
221082,0
328923,0
204400,0
244849,0
282448,0
220035,0
254083,0
248987,0
423086,0
352975,0
411597,0
282408,0
428903,0
214197,0
225554,0
264011,0
282852,0
430613,1
415992,0
282306,0
393545,0
212925,0
428334,0
292423,0
285808,0
433198,0
203017,0
345554,0
277743,0
218756,0
391985,0
417765,0
250020,0
400378,0
424778,0
360155,0
384649,0
365400,0
417233,0
240844,0
255182,1
226526,0
260312,0
288437,0
277820,0
244601,0
341910,0
406665,0
294872,0
236999,0
279911,0
273162,0
275179,0
241961,0
242507,0
201157,1
233131,0
222020,0
244445,0
395066,0
310229,0
202864,0
356601,0
339963,0
293693,0
329227,0
316600,0
327155,1
377754,0
279276,0
218315,0
296617,0
401630,0
422784,0
286980,0
204856,0
263938,0
364374,0
310812,0
375317,0
298847,0
368648,0
351338,0
343151,0
343303,0
398219,0
292434,0
303970,0
415102,0
218505,0
290309,0
316178,0
313706,1
433809,0
426450,0
342040,0
249866,0
265449,0
286722,0
357728,0
375270,0
376851,0
292243,0
280655,0
268269,0
335680,0
326666,1
338470,0
224992,0
230230,0
237599,0
332810,0
421460,0
428206,0
337254,0
239037,0
388785,0
208053,0
313620,0
374185,0
411556,0
288935,0
240030,0
435394,0
213328,0
316395,0
352355,0
238243,0
245879,0
297618,1
341196,0
247877,0
346748,0
386903,0
352184,0
432330,0
408285,0
393700,0
265358,0
228369,0
383391,0
325853,0
289808,0
352204,0
380185,0
222590,0
395357,0
256538,0
220176,0
247200,0
418572,0
221356,0
204796,0
358365,0
322491,0
349990,0
330926,0
298603,0
231217,0
229121,0
342841,0
420964,0
265539,0
359059,0
285501,0
234482,0
289291,0
310114,0
204901,0
357292,0
293602,0
344113,0
210900,0
295233,0
238125,0
305995,0
208283,0
382037,0
240839,0
286081,0
379246,0
354843,0
368954,0
227506,0
375607,0
357173,0
343046,0
279762,0
350389,0
260548,0
360164,0
315336,0
392394,0
317321,0
208839,0
403821,0
325975,0
245035,0
302298,0
204689,0
278520,0
218137,0
407775,0
325230,0
412568,0
313602,0
346899,0
382514,0
357514,1
215308,0
315705,0
285242,0
202265,0
371684,0
205293,0
249978,0
357600,0
329081,0
263094,0
208837,0
326675,0
336720,1
405653,0
224501,0
336791,1
205299,0
207961,0
274696,0
421001,0
332772,0
301189,0
221810,0
217337,0
392936,0
339759,0
254563,0
431038,0
339305,0
326882,0
435549,0
366957,0
301982,0
313987,0
391698,0
340054,0
435385,0
395638,0
403230,0
281024,0
344266,0
402643,0
372795,0
416475,0
260559,0
252675,0
427786,0
211044,0
419484,0
385471,0
259763,0
367804,0
226455,0
420423,0
389513,0
293884,0
417342,0
320905,0
363599,0
293084,0
341983,0
246548,0
420909,0
216895,0
376760,0
400597,0
254187,0
208011,0
202990,0
428576,0
231017,0
299513,0
254172,0
410491,0
280919,0
414198,0
334055,0
273815,0
323956,0
217798,0
232566,0
263859,0
378689,0
406095,0
222662,0
215273,0
206577,0
293585,0
213484,0
430334,0
305963,0
289875,0
427699,0
433932,0
222388,0
374531,0
268342,0
226942,0
319760,0
302008,0
243120,0
339455,0
373086,0
307183,0
238490,0
356221,0
290162,0
344544,0
229234,0
270318,0
419255,0
339017,0
295936,0
212807,0
274702,0
431507,0
260154,0
365034,0
374077,0
277146,0
296912,0
335465,1
228574,1
289105,0
410216,0
307035,0
254573,0
237786,0
421919,0
312183,0
405578,0
275492,0
290265,0
298514,0
254789,0
418184,0
212955,0
311232,0
298817,0
224786,0
379643,0
264936,0
244046,0
228858,0
279347,0
276123,0
269796,0
381468,0
411202,0
405371,0
345430,0
381210,0
209787,0
202914,0
413911,0
202260,0
422307,0
353538,0
227132,0
236542,0
291981,0
321115,0
419085,0
375705,0
203493,0
226268,0
268127,0
230891,0
387372,0
247273,0
332990,0
241184,0
433874,0
213641,0
231162,0
413217,0
283348,0
336533,0
300257,0
360924,0
330021,0
390891,0
262510,0
262085,0
253131,0
